상권_코드_명,엑스좌표_값,와이좌표_값,영역_면적,서비스_업종_코드_명,유사_업종_점포_수,당월_매출_금액,월_평균_소득_금액,상권_변화_지표,운영_영업_개월_평균,총_상주인구_수,총_유동인구_수
가오리역 2번,201343,459984,75348,커피-음료,0.7963051441312311,19075142.67,2197906.0,LH,103,389.2604979561502,69201.30594043637
삼양입구사거리,202451,457427,62809,커피-음료,0.9552771099683166,780675.5,2278814.0,LL,103,273.20925345093855,108492.73193332166
강북중학교,202506,460397,82483,커피-음료,0.7274226204187529,11882008.83,2232920.0,LL,101,330.37110677351694,185293.09069747705
삼양사거리역 2번,201603,458000,101492,커피-음료,0.2955898001812951,7000000.0,2098159.0,HL,121,338.8444409411579,147877.27111496474
우이천 계성교,201964,460744,142902,커피-음료,0.6997802689955354,1379642.0,2217869.0,LL,79,364.4455640928748,63215.840226168984
미아역 8번,202029,458632,127150,커피-음료,0.23594180102241447,43140952.0,2211506.0,LH,103,353.20487613055445,121347.69956744004
인수동 우편취급국,201703,459587,111455,커피-음료,0.7177784756179625,1594299.12,2318545.0,LL,105,328.02476335740886,89522.85675833297
수유시장옆,201763,459911,135413,커피-음료,0.5169370739884649,148505.29,2207523.0,LL,100,492.64103151100704,112418.82241734545
강북구청,202105,460127,63938,커피-음료,0.9384090837999312,10542950.0,2011108.0,LL,86,299.9781037880447,195541.30563983857
성신여대운정그린캠퍼스,202277,459283,133932,커피-음료,0.8959770629871875,18777763.42,2303927.0,LL,99,335.5434100887017,99495.56491353821
도봉세무서,202381,457675,108984,커피-음료,0.5505395287381634,3045171.17,2222390.0,HL,126,289.30852235190486,117373.2841518021
쌍문역1번(쌍리단길),203218,460963,52971,커피-음료,1.5102603311245775,68600422.5,2207748.0,HH,110,417.020633931774,165957.4106586623
도봉산입구,203332,464982,542024,커피-음료,0.16604430800112172,109292061.22,2117511.0,HH,118,149.3845290983425,26906.981978657772
쌍문2동우체국,203278,461696,102318,커피-음료,0.8796106256963584,22341144.67,2298262.0,HL,119,318.71225004398053,94081.88197580093
창2동주민센터,203454,460218,161205,커피-음료,0.49626252287460065,7604704.25,2232393.0,LL,100,546.3850376849354,115387.79814521883
방학초등학교,202823,462590,61821,커피-음료,0.8087866582552854,6150880.6,2286202.0,LL,101,225.81323498487566,91526.50393879104
국민은행방학지점,202933,462499,21358,커피-음료,1.40462590130162,13820713.33,2063225.0,HH,122,125.01170521584419,20139.99438149639
송중초등학교,202711,457804,204374,커피-음료,0.24464951510466107,8072297.4,2328256.0,HL,112,285.60384393318134,128913.56043332323
수송초등학교,202774,459976,208928,커피-음료,0.8615408178894164,3454301.33,2210454.0,LL,96,388.0284117016389,152038.93207229284
송중동주민센터,203052,457230,53154,커피-음료,0.5643977875606727,4844851.67,2263608.0,LL,87,360.83831884712345,139628.6262557851
덕성여대시반거리,201215,461310,43039,커피-음료,2.323474058412138,10176545.5,2387022.0,LL,96,142.66130718650527,19423.081391296266
영등포시장역 4번,191491,446960,30037,커피-음료,1.9975363718081034,8375466.67,2984916.0,HL,119,174.45150980457436,72210.27399540566
쌍문초등학교,202159,461198,143845,커피-음료,0.41711564531266293,1479907.17,2174793.0,HL,121,378.0458132017102,110990.64965761757
도봉우체국,202678,460881,55371,커피-음료,0.7223998121760489,3649582.25,2241968.0,LH,109,555.5254555633816,135338.17341207492
상계역,206556,462351,55707,커피-음료,1.9746171935304362,38049291.45,2493812.0,LL,97,163.35469510115425,87670.310732942
불광역 7번,193522,456966,88375,커피-음료,1.3578500707213579,9033379.17,2632535.0,LL,109,376.4639321074965,412944.61103253183
역촌노인복지관,192271,455990,155405,커피-음료,0.8365239213667514,11311751.69,2446703.0,LL,96,537.3700974872108,103608.37810881245
구산보건지소,192317,456472,170875,커피-음료,0.5267008046817849,990888.78,2433030.0,LL,88,482.3994147768837,89315.93269934162
예일여고,192325,456907,93412,커피-음료,0.6423157624288099,48105514.17,2517789.0,HH,115,470.06808547081744,62966.749454031604
신진과학기술고등학교,192849,455298,34929,커피-음료,1.71777033410633,635831.83,2665223.0,LL,99,577.7434223710957,181776.7471155773
서대문소방서,194394,452679,63408,커피-음료,0.9462528387585163,3239425.0,4057300.0,HH,125,152.8198334595004,36630.078223568
하나고등학교,194584,460074,133323,커피-음료,0.450034877703022,33708540.67,5398458.0,LL,55,10.800837064872526,888.5188602116664
명지대학교,193437,453250,176999,커피-음료,1.6384273357476595,14211472.28,2420117.0,LL,103,387.2338261798089,98789.8801688145
서연중학교,193595,452248,171649,커피-음료,1.1069100315178066,19146222.32,4138054.0,LL,66,132.24661955502216,41625.351735227116
서대문구보건소별관,194442,453988,115619,커피-음료,0.6054368226675546,822248.0,2619770.0,HH,115,352.710194691184,114246.18791029156
경의중앙 신촌역,194757,450919,60585,커피-음료,0.8252867871585376,3535321.0,2857910.0,LH,89,249.56672443674177,107639.18461665428
경의선책거리,193685,450750,156743,커피-음료,4.465909163407616,23649319.31,3010858.0,LL,76,136.40162559093548,97899.49152434239
마포구청역 7번,191345,451292,123656,커피-음료,1.4556511612861487,14279252.67,2815219.0,LL,92,437.42317396648764,111337.82428673093
중암중학교,191421,452638,21216,커피-음료,1.8853695324283561,3666887.25,2833001.0,HH,122,515.1772247360483,64445.23001508296
망리단길,191619,450607,311648,커피-음료,3.1124858815073413,14861621.74,2649529.0,LL,71,446.3689803881302,166841.0193551699
마포구청역 1번,191544,451746,87346,커피-음료,1.2593593295628878,50195059.36,3104353.0,LH,79,283.2413619398713,66466.58118288187
가좌역 2번,192127,452064,83965,커피-음료,0.5954862144941345,3098063.2,2690340.0,LL,106,384.56499732031205,114745.90603227535
망원역 1번,192277,450762,126268,커피-음료,1.663129217220515,10913952.57,2895525.0,LL,92,356.1472423733646,80939.43041784142
양원초등학교,195137,450415,39360,커피-음료,1.016260162601626,2763907.5,2559201.0,LL,87,359.5020325203252,223578.25203252034
이대역 5번,195312,450646,53599,커피-음료,1.3059945148230379,1035775.86,2338936.0,LH,101,312.69240097763014,85230.69460251124
광흥창역 1번,193929,449952,25225,커피-음료,2.378592666005946,5232340.0,4410594.0,LL,77,138.75123885034688,150618.03766105053
석계역 1번,205573,457361,69794,커피-음료,1.1462303349858154,31571417.38,2616617.0,LH,105,212.48244834799553,55459.20852795369
서울서부지방법원,196159,450001,132139,커피-음료,0.9838125004729869,18432328.62,3376482.0,HH,131,105.57064908921664,131129.7194620816
공덕동주민센터,196316,449878,76629,커피-음료,1.0439911782745437,1425008.0,3158287.0,LH,108,343.4730976523248,79378.95574782393
창동역 2번,203829,461718,77642,커피-음료,2.060740320960305,10056427.69,2789181.0,LL,95,383.6840885087968,71743.7727003426
방학역 2번,203939,463274,130951,커피-음료,0.6872799749524631,33489831.0,2399727.0,LL,95,196.86753060304997,51581.50758680728
경춘선숲길 우측,206924,458484,100071,커피-음료,1.5988648059877486,14987388.38,2485277.0,LL,93,324.66948466588724,167494.47891996682
석계역 2번,205719,457498,58165,커피-음료,0.6876987879308862,6293540.25,3542119.0,HH,112,94.04280924954871,51811.054758015984
연신내역 4번,193000,457351,134157,커피-음료,0.8199348524489962,20285514.64,2485883.0,LL,102,407.95485885939604,109481.13031746386
구산역 1번,193014,457016,185580,커피-음료,0.5388511693070374,327688.4,2472122.0,LL,93,533.4087724970364,99117.30789955815
증산역 3번,191787,453767,154127,커피-음료,0.5190524697165324,21796808.25,2700092.0,HH,124,355.81046799068304,56110.09102882687
북가좌2동주민센터,192016,453516,183812,커피-음료,0.7616477705481688,7124380.0,2540629.0,LL,99,353.73098600744237,56580.63673753617
마포FM,192787,451180,60230,커피-음료,1.9923626099950191,899298.92,2894200.0,LH,86,279.76091648680057,166076.87199070232
상수역 4번,193020,449646,81410,커피-음료,1.2283503255128363,40894881.8,2681386.0,LL,89,315.9317037219015,95851.7381157106
굽은다리역 4번,212791,449269,207328,커피-음료,0.9164222873900293,6721921.84,2504206.0,LL,98,495.4468282142306,192616.04800123474
연신내우체국,193759,458017,103329,커피-음료,0.6774477639384877,3237470.71,2378917.0,LL,108,251.52667692516138,55528.84475800598
은평구청,193642,455881,63348,커피-음료,1.1050072614762896,41157803.86,2737159.0,HL,110,310.34918229462653,107731.8936667298
불광역 8번,193806,456935,23276,커피-음료,2.1481354184567794,16044732.8,2370281.0,HH,121,125.02148135418457,60109.125279257605
홍제역 3번,195088,454097,37420,커피-음료,0.8017103153393906,2135932.0,2349381.0,LH,81,377.0710849812934,80989.31052912881
연희세브란스병원,195078,451634,30580,커피-음료,1.3080444735120993,72395370.25,4640358.0,HH,119,70.63440156965338,53880.9679529104
양화대교북단,191662,450075,102440,커피-음료,0.48809058961343227,28410213.0,2679531.0,LH,92,285.7282311597032,74716.12651308083
KB국민은행 망원동지점,191646,451113,72666,커피-음료,2.06423912145983,11132600.07,3007381.0,LL,104,379.68238240717807,136657.4463985908
선일여고,192396,457958,118649,커피-음료,0.6742576844305472,21058006.88,2427651.0,LL,97,476.11020741852013,81064.56860150528
응암역 2번,192366,455560,104660,커피-음료,0.764379896808714,3066228.25,2575353.0,LL,93,469.32925664055034,105427.28836231607
구산역 4번,192498,457218,149102,커피-음료,0.9389545411865702,2175446.07,2496845.0,LL,95,370.9541119502085,95442.78413435098
충정로현대아파트,196781,451522,52786,커피-음료,2.2733300496343727,7002600.25,3731666.0,HH,153,143.97756981017693,89026.06751790248
미근동,197093,451559,48052,커피-음료,1.2486472987596768,16525735.17,2803970.0,HH,136,106.55123616082578,68921.16873387164
홍은종합사회복지관,195233,455053,35519,커피-음료,1.6892367465300262,14446412.67,2675378.0,HH,151,116.83887496832682,103331.17486415722
홍대땡땡거리,193992,450570,84934,커피-음료,3.2966774201144418,15428837.21,2574890.0,LL,85,236.53660489321118,97881.64928061789
KB국민은행 서강지점,194258,449405,24575,커피-음료,2.0345879959308237,124200000.0,5088849.0,LL,105,226.24618514750762,88756.45981688707
마포구청역 4번,191712,451412,113289,커피-음료,0.8826982319554414,12109023.5,2811320.0,HL,111,248.74436176504338,99802.18732621879
도봉구보건소,203457,462153,123299,커피-음료,0.9732439030324658,130432.92,2357705.0,HL,112,335.7691465462007,105447.3272289313
수락산역 4번,204689,464016,197508,커피-음료,0.9113554893978978,22952356.83,2395121.0,HL,109,264.85003139113354,99408.78344168338
새절역 2번,192506,454562,33922,커피-음료,0.8843818171098402,7130758.0,2369514.0,HL,120,522.6696539119156,75137.07918165202
한겨레신문사,196474,449809,72183,커피-음료,0.9697574221076986,16375010.29,2616707.0,HL,115,404.25030824432343,141781.16731086266
서강대역 1번,194437,450111,148225,커피-음료,1.4167650531286895,29100155.19,2708190.0,LH,97,193.15230224321135,137034.71074380164
상계초등학교,205957,462130,75911,커피-음료,1.0538657111617553,2397979.12,2661171.0,LL,97,407.3190973640184,301582.5110985233
방학1동주민센터,203537,462802,153054,커피-음료,0.5880277549100318,1701530.33,2236723.0,LL,93,429.91362525644547,75458.85765808146
신창초등학교,203576,459627,297142,커피-음료,0.5048091484879283,3050376.67,2152942.0,LL,102,364.6741288676794,113693.38565399709
시립서북병원,191983,456211,195983,커피-음료,0.6633228392258512,3486276.0,2416591.0,LL,91,449.4777608261941,84028.92087579024
묘곡초등학교(고덕아이파크아파트),213598,451279,144712,커피-음료,1.1056443142241141,2128119.69,2558553.0,LL,99,346.6885952788988,58631.35054452982
한영중고,213661,449837,75463,커피-음료,1.325152723851424,28104878.5,2851749.0,LL,90,373.42803758133124,55413.38139220545
고덕중학교(고덕2동주민센터),214375,451335,63497,커피-음료,0.47246326598106997,5000000.0,2493823.0,LH,99,468.2110965872403,29011.13438430162
고덕동성당,215015,451172,71669,커피-음료,1.116242726980982,7242073.5,2369104.0,LL,96,336.9657732073839,40829.089285465125
영신여고,207291,461205,54737,커피-음료,1.6442260262710782,8794501.89,2527543.0,LL,98,443.21025997040397,128024.37108354495
화랑대철도공원,207943,458309,20050,커피-음료,3.4912718204488775,5372788.86,3138785.0,LL,105,163.59102244389027,64550.62344139651
계상초등학교,206006,462411,104277,커피-음료,1.1507810926666475,6698863.67,2130055.0,HL,113,371.0310039606049,80829.3295741151
증산역 4번,192207,454149,178167,커피-음료,0.16838135008166494,545551.67,2615621.0,HH,123,318.3530058877346,56382.6073290789
연희대우아파트앞,193678,451158,117804,커피-음료,1.0186411327289395,32711195.42,2933791.0,LL,77,316.11829819021426,71259.54976061934
홍연시장,193904,453009,42513,커피-음료,0.9408886693481994,1137278.0,2641781.0,HL,111,277.0917131230447,237656.95199115566
우리은행응암동지점,193806,455674,93490,커피-음료,0.3208899347523799,7013840.67,2595155.0,HH,131,326.98684351267514,40764.89464113809
백련산해모로아파트,193130,455354,70709,커피-음료,0.9899729878799022,11548573.57,2425117.0,LL,103,484.2382157858264,77969.14112772065
증산역 1번,192362,454070,115165,커피-음료,0.5209916207181001,11005489.17,2356913.0,LL,91,309.9031823904832,166642.12217253508
응암3동주민센터,192604,454716,53976,커피-음료,0.5558025789239662,19396657.67,2434387.0,HL,111,412.4055135615829,132815.51059730252
연신내역 5번,192658,457512,99182,커피-음료,0.8065979714061019,3183077.12,2524403.0,LL,86,411.7682644028151,46580.024601238125
동교초등학교,191287,450928,101027,커피-음료,1.5837350411276194,2103050.94,2695268.0,LL,94,490.5619289892801,112337.79088758452
홍제역 2번,195323,454390,106073,커피-음료,0.5656481856834444,1006243.67,2402149.0,LH,94,160.73835943171213,43048.937995531385
서울여자간호대학교,195385,455125,59337,커피-음료,1.3482312890776413,8725416.5,2306159.0,LH,98,227.34550112071727,134805.6019010061
새터산,191929,451850,101078,커피-음료,0.49466748451690773,1278809.0,2588927.0,LH,100,272.46285047191276,84003.73968618295
합정역 8번,191993,450196,173803,커피-음료,2.1863834341179382,8536974.34,2887800.0,LL,92,356.8407910105119,82015.27016219513
둔촌고등학교(둔촌중학교),212802,447928,66695,커피-음료,0.44980883124672016,1030729.0,2888413.0,HH,113,295.22452957493067,59917.68498388185
굽은다리역 3번,212907,449841,83549,커피-음료,2.27411459143736,24952248.16,3126674.0,LL,104,388.6342146524794,73085.25535913058
GS강동자이아파트,213004,448764,81524,커피-음료,0.8586428536381925,13980403.71,2477638.0,LL,103,422.32962072518524,100605.09788528531
신월3동주민센터,184691,448235,177705,커피-음료,0.39391125742100674,15102986.43,2031681.0,HL,129,422.38541402886807,57211.95239301089
신월중학교,184761,449104,77868,커피-음료,0.5136898340781836,3431229.5,2687710.0,LL,103,450.63440694508654,46378.22982483177
메디힐병원,184977,448713,187236,커피-음료,0.3738597278301181,15274380.0,2332848.0,HH,118,323.0682133777692,34884.69097823068
대흥동주민센터,194807,450616,71531,커피-음료,0.6989976373879857,2748504.2,2471781.0,LL,104,393.81526890439113,156804.60220044455
대흥역 3번,195036,449638,76040,커피-음료,2.1041557075223567,30733677.31,3283725.0,LL,87,160.9679116254603,127109.15307732772
상계2동주민센터,206148,461865,130017,커피-음료,0.6922171716006368,4727889.67,2375155.0,LL,94,327.11107009083423,128287.53163047909
방학역 1번,203619,463278,185625,커피-음료,0.7003367003367004,1783315.38,2190060.0,LL,102,401.67003367003366,81340.76767676767
새절역 3번,192273,454515,112690,커피-음료,0.5324341112787293,289709.0,2485602.0,HH,112,236.04578933356996,61911.43845949064
홍대부속여중고앞,192530,450970,112569,커피-음료,1.4213504606063836,12006055.0,3059877.0,LL,89,319.35968161749685,77249.86452753423
경성고등학교,192565,451651,321532,커피-음료,1.3062463456203426,11650540.93,2637839.0,LL,82,268.52692733538186,89846.23614445841
성산중학교,192688,449683,100801,커피-음료,3.7698038709933432,69034239.24,3028957.0,LL,69,293.05264828721937,89203.08330274501
상계5동주민센터,206276,462728,217725,커피-음료,0.5970834768630153,10513196.85,2115642.0,LL,94,432.38029624526354,157916.72981972672
은평세무서,193336,455907,101732,커피-음료,0.9829748751621908,5717772.6,2543845.0,HL,121,307.86773090079816,39261.88416624071
신사1동주민센터,192303,455136,209465,커피-음료,0.6206287446590122,4335608.38,2395705.0,LH,99,411.23815434559475,70282.86348554652
연희초등학교,194055,451806,200962,커피-음료,0.39808521013923026,8437919.0,3357913.0,HH,113,268.65775619271307,46564.474875847176
연희파출소,194116,452409,81070,커피-음료,0.6167509559639817,9108199.4,3654882.0,HH,110,129.76440113482175,30306.771925496487
홍대입구역 3번,193428,451158,49371,커피-음료,5.468797472200279,12744764.0,2584653.0,LL,71,155.3543578213931,197573.06921067022
홍제3동주민센터,195418,454778,113498,커피-음료,0.5286436765405558,2697488.67,2321427.0,LH,107,322.2083208514687,89850.48194681844
남가좌파출소,193174,452938,125757,커피-음료,0.7951843634946762,2343798.3,2413296.0,LH,108,302.8062056187727,151981.99702601047
명지대학교교회,193247,453681,154746,커피-음료,1.1631964638827499,17132446.44,2347251.0,LL,90,333.57889703126415,106316.93226319259
홍익대,193630,450369,43573,커피-음료,1.1474995983751406,12628725.6,2626466.0,LL,100,381.6583664195718,101721.93789732172
수락산디자인거리,205038,464087,125994,커피-음료,1.6667460355255013,12837613.52,3391001.0,LH,101,258.42500436528724,73910.3449370605
대흥역 2번,195146,449859,111950,커피-음료,1.8758374274229566,21130982.9,2643186.0,HH,117,257.97230906654755,235049.93300580615
성서초등학교,192011,451116,102638,커피-음료,1.364017225588963,7272477.0,2980425.0,LL,102,436.48551218846825,108954.67565618972
충정로역 6번,196681,450974,51038,커피-음료,0.5877973274814844,6113240.33,2441528.0,HH,129,490.6148360045456,179015.8313413535
광운대역 1번,205266,457942,50431,커피-음료,2.3794888064880726,11554804.08,2500132.0,LH,106,269.27881660090026,96200.55124824017
응암역 3번,192780,455968,243033,커피-음료,1.069813564413063,4605862.27,2514771.0,LL,98,498.3273876387157,124980.4347557739
응암정보도서관,192812,454074,197026,커피-음료,0.5075472272694974,1391349.2,2227306.0,HH,114,378.5287220975911,82432.87687919362
마포역 4번,195146,448511,55046,커피-음료,0.7266649711150674,5475310.25,3182705.0,LH,82,154.23464011917306,65211.45950659449
공릉동 국수거리,206455,457940,160554,커피-음료,1.0588337880090188,5039734.41,2423624.0,LL,108,320.1415100215504,120056.36732812636
도봉산역 1번,203718,465573,247532,커피-음료,0.36358935410371185,34617797.33,2336008.0,LH,107,61.32540439215939,10756.306255352843
도봉역 2번,203614,463983,454340,커피-음료,0.30813927895408727,5670525.93,2146892.0,HL,126,151.91266452436503,23368.204428401634
가인초등학교,203661,462129,53197,커피-음료,0.7519221008703499,7210669.5,2319058.0,HL,112,153.58008910276894,66487.20792525895
대진고등학교,206468,459617,69099,커피-음료,1.881358630370917,2689400.08,2597976.0,LL,103,278.73051708418353,65677.5061867755
공릉역 2번,206692,458322,95309,커피-음료,1.6787501704980643,7460437.81,2293085.0,LL,88,464.4891877996831,157247.2694079258
태릉입구역 4번,206724,457916,38090,커피-음료,1.8377526909950117,8142857.14,2388077.0,LH,91,458.3880283538987,132193.4891047519
서울과학기술대,206727,458887,17818,커피-음료,5.051071949713772,21113796.44,2618149.0,LL,92,149.2872376248737,57478.392636659555
세곡초등학교,186504,445043,196285,커피-음료,0.3056779682604376,1001696.83,2238752.0,LL,107,365.94747433578726,95347.22469877984
개봉1동주민센터,186895,444572,191612,커피-음료,0.5740767801599065,14099954.73,2311121.0,LL,107,300.50310001461287,78213.73400413335
우장산롯데캐슬아파트앞,186697,450527,38550,커피-음료,2.0752269779507135,37152323.75,2978848.0,LH,93,407.52269779507134,54664.33203631647
가양역 10번,187021,451363,29342,커피-음료,2.385658782632404,9418057.14,3370260.0,LL,81,202.0993797287165,14461.181923522594
금산초등학교(금천고등학교),191606,438077,145627,커피-음료,0.412011508854814,4500000.0,2559024.0,HH,115,355.5659321417045,39247.73565341592
시흥4동주민센터(서울신흥초등학교),191736,439818,113692,커피-음료,0.26387080885198605,36292310.0,2213453.0,HL,119,449.37198747493227,66372.48003377547
개봉역,187529,443979,119182,커피-음료,0.5873370139786209,26892737.43,2724763.0,LH,108,169.82430232753268,57879.126042523196
그라운드 고척,188121,444651,44173,커피-음료,2.2638263192447874,29397962.6,2615630.0,LL,91,119.98279491997374,59232.11011251217
G타워,190905,442315,84987,커피-음료,1.6473107651758503,5142857.14,2510044.0,LL,78,466.7772718180428,39695.83583371575
가산동주민센터,190311,442041,39903,커피-음료,3.0072926847605443,13737493.25,2486852.0,LH,100,267.89965666741847,52225.64719444654
신풍역 1번,192291,444455,83571,커피-음료,1.0769285996338442,2603507.33,2421689.0,HL,110,250.8047049813931,107325.2683347094
신길새마을금고신길4동지점,192281,445152,27917,커피-음료,1.07461403445929,2356518.67,2240757.0,LL,108,220.29587706415447,109855.28531002614
독산119안전센터,191226,440910,124454,커피-음료,0.5624568113519854,966979.0,2314240.0,LL,108,408.02224114934035,69002.92477541903
동일여자고등학교,192287,439057,59664,커피-음료,0.502815768302494,31159378.33,2422210.0,LL,105,259.1177259318852,44948.880396889246
문래중학교,189708,447052,49828,커피-음료,1.0034518744481016,2243691.6,3793790.0,LH,82,515.1721923416553,56651.0797142169
양평역 2번,189756,447266,73590,커피-음료,1.2229922543823888,13871934.22,3187060.0,LL,103,203.01671422747657,32349.368120668572
당산반도유보라팰리스아파트,191142,447658,35052,커피-음료,2.8529042565331504,3145305.0,3078322.0,LL,94,334.6456692913386,173260.2989843661
도신초등학교,191374,444236,113740,커피-음료,0.2637594513803411,915597.67,2258202.0,HL,129,347.37119746790927,73332.16106910497
강서구다솔마을,183982,450681,127210,커피-음료,0.47166103293766215,2593096.83,2491209.0,HL,110,192.43770143856614,42387.07648769751
우장산역 4번,185289,450314,180103,커피-음료,0.9439043214160785,44035912.29,2943421.0,LL,87,405.21257280556125,73291.89408283037
영등포역 2번,191832,445827,129915,커피-음료,0.46184043413000814,6497111.67,2401852.0,LL,102,333.2178732248008,157117.11503675478
신월2동주민센터,186375,447299,199259,커피-음료,0.3011156334218279,14467734.33,2400543.0,LL,102,466.62885992602594,57240.827265016895
덕의초등학교,187204,445195,55364,커피-음료,0.5418683621125642,7211418.33,2322864.0,LL,109,320.78607037063796,81242.32353153675
신정2동주민센터,188656,446559,100874,커피-음료,1.8835378789380812,9061134.37,4726243.0,LL,100,354.30338838551063,87487.36046949659
양화초등학교,188812,449453,127884,커피-음료,0.6255669200212692,2429924.25,2844252.0,LL,97,521.0972443777173,111688.71790059742
까치산역 4번,185968,448182,276225,커피-음료,0.2896189700425378,4137548.62,2375144.0,HL,110,462.19567381663495,100622.93420219024
발산역 5번,186090,450860,121172,커피-음료,1.0728551150430794,31680491.92,2951340.0,LH,98,91.68784867791238,26624.797808074472
연트럴파크(연남동주민센터),193227,451584,96104,커피-음료,5.410804961291934,20692024.94,3100817.0,LL,66,338.903687671689,112283.46374760676
서울공연예술고등학교,184965,444368,56085,커피-음료,0.7132031737541231,36819946.5,2319992.0,LL,85,248.1947044664349,12898.279397343318
구로초등학교,189750,444136,157006,커피-음료,0.2547673337324688,8729825.25,2322431.0,HL,109,276.1040979325631,84532.75670993465
남구로역 5번,189968,443117,83115,커피-음료,0.601576129459183,200056.0,2190144.0,LL,105,739.6980087830115,357208.6867593094
화곡2동주민센터,187035,448118,178678,커피-음료,0.5596659913363704,2630703.3,2432867.0,LL,95,542.4282788032102,85112.99656365081
금천철쭉어린이공원(금하마을),190327,439326,44361,커피-음료,0.6762696963549064,2628128.67,2226276.0,LH,108,457.6091612001533,68448.41189332973
공군호텔,193118,445802,182950,커피-음료,0.5465974309920744,24797067.1,2745764.0,HL,123,264.82645531566004,65302.32303908171
문성초등학교,191269,441435,114069,커피-음료,0.7013298968168389,1125346.88,2269506.0,LL,106,314.45879248525017,63313.69609622246
구로보건소,190029,444650,250966,커피-음료,0.5976905238159751,6854238.2,2722937.0,HL,114,302.1126367715149,114204.35437469617
문래예술촌(문래창작촌),190404,446148,299716,커피-음료,1.4680564267506575,22323916.84,3315383.0,LH,89,48.545956839141056,110680.34405904257
선유도역 6번,190490,448546,153365,커피-음료,1.3040785055260327,40284566.55,3868034.0,LL,96,62.856583966354776,51673.65435399211
선유도역 1번,190523,448983,342694,커피-음료,1.1964026215807688,25552186.95,3444250.0,HH,113,309.54729292021455,49189.86034187934
신정역 5번,187264,447115,167833,커피-음료,0.5958303790077041,14019934.2,2415078.0,LL,109,510.9245499991062,119504.50745681718
목동로데오거리,187652,447633,77332,커피-음료,0.517250297418921,1473335.75,2736163.0,LL,101,317.2037448921533,51997.10339833445
신서초등학교,187732,446840,31057,커피-음료,2.897897414431529,20450856.56,3389787.0,LL,105,366.7450172263902,88683.71059664489
푸른들청소년도서관,185451,449406,203547,커피-음료,0.5895444295420714,9774445.75,2436179.0,LL,89,448.34853866674524,80380.10877094726
화곡역 5번,185643,448807,210252,커피-음료,0.5707436790137549,989503.08,2527630.0,LL,94,446.32155698875636,112718.26189524951
양천향교역 7번,185683,451946,283983,커피-음료,1.056401263455911,11120901.97,3402010.0,LL,52,47.749337108207186,4562.280136487043
영동초등학교,191894,447582,81298,커피-음료,1.107038303525302,20254141.44,3219512.0,LL,99,352.4071932888878,123303.6483062314
서서울호수공원,185107,447773,118222,커피-음료,0.8458662516282925,4719798.0,2338583.0,HL,109,322.19045524521664,50185.921402107895
신월문화체육센터,185267,446690,105945,커피-음료,0.6607201850016519,7793882.0,2114255.0,HL,127,336.02340837226865,51389.30577186276
노원초등학교,205046,463673,92687,커피-음료,0.6473399721643812,3782754.5,2980894.0,LL,101,280.62187793325927,95604.88525898993
광운대학교 남단,205120,457577,88266,커피-음료,0.45317562821471463,13056816.75,2300405.0,HL,114,180.13731221534906,106944.9165023905
연신내역 7번,192719,457984,72295,커피-음료,1.6598658275122762,20958532.75,2559177.0,LL,106,358.11605228577355,184445.25900823018
고척동성당,187600,445118,44097,커피-음료,1.3606367780121098,5907450.83,2592441.0,HH,113,236.070480985101,144455.17835680433
개봉초등학교,187521,443242,91947,커피-음료,0.6525498384939149,2757320.0,2483755.0,HL,119,219.58302065320237,99106.98554602108
신정롯데캐슬아파트,188832,446731,80881,커피-음료,1.2363843177013143,7387822.1,3254245.0,LL,102,313.2997861055131,173963.72448411863
신목동역,189379,449524,95041,커피-음료,0.6313064887785272,57213.83,3271250.0,HH,116,155.0909607432582,36593.99627529172
공항시장역 1번,183081,451771,187213,커피-음료,0.2670754701863653,7600426.4,2596503.0,HH,119,318.03346989792374,85403.2572524344
까치산역 3번,186119,447708,201889,커피-음료,0.4457895180024667,2522683.44,2488004.0,LL,94,435.2391660764083,267561.6799330325
양천향교역 5번,186180,451900,124877,커피-음료,1.281260760588419,30269918.0,3478336.0,LH,94,77.03580323037869,56904.393923620846
화곡역 4번,186429,449017,372788,커피-음료,0.4560232625513697,13525661.53,2384218.0,LL,97,572.4701438887519,125706.59463287445
구로4동주민센터,190201,443547,140331,커피-음료,0.4988206454739152,35592690.29,2390665.0,LL,109,348.24807063300335,100991.94048357099
독산역 1번 출입구,190387,440588,106562,커피-음료,0.2815262476304874,7861500.67,2564261.0,LL,65,80.5165068223194,42309.54749347798
두산초등학교,190428,440885,50102,커피-음료,0.7983713225020957,2947083.0,2538562.0,HH,114,285.01856213324817,37833.02063789869
가산동우체국,190558,442071,85219,커피-음료,0.5867236179725179,386203.2,2306140.0,LL,104,320.58578486018376,79011.25335899272
시흥동 은행나무사거리,191899,438831,177282,커피-음료,0.39485114111979785,8370120.14,2268199.0,HH,112,403.5942735303077,57458.51242652949
"천왕역 3번(오류2동주민센터, 서울오류남초등학교)",185673,443204,42464,커피-음료,0.7064807837226827,2427894.67,2623761.0,LL,96,148.5964581763376,12248.492840994724
구로나눔길,190166,443834,50788,커피-음료,1.378278333464598,49374218.14,2343673.0,HL,115,160.47097739623533,86292.23438607545
남구로역 2번,190184,442766,206144,커피-음료,0.24254889785780814,14995802.4,2204308.0,LL,106,404.3290127289662,136915.2631170444
